cust,date,region
a100004162,1/11/2018,Push
a100004163,1/11/2018,Facebook
a100004164,1/11/2018,Instagram
a100004165,1/11/2018,Instagram
a100004166,1/12/2018,Facebook
a100004167,1/12/2018,House Ads
a100004168,1/12/2018,House Ads
a100004169,1/12/2018,House Ads
a100004170,1/12/2018,Push
a100004171,1/12/2018,Facebook
a100004172,1/12/2018,Instagram
a100004233,1/01/2018,Instagram
a100004234,1/01/2018,Facebook
a100004235,1/01/2018,Instagram
a100004236,1/01/2018,Facebook
a100004237,1/01/2018,Instagram
a100004238,1/01/2018,Facebook
a100004239,1/01/2018,Instagram
a100004240,1/02/2018,Facebook
a100004241,1/03/2018,Instagram
a100004242,1/04/2018,Facebook
a100004243,1/05/2018,Instagram
a100004244,1/06/2018,Facebook
a100004245,1/07/2018,Instagram
a100004246,1/08/2018,Facebook
a100004247,1/09/2018,Instagram
a100004248,1/10/2018,Facebook
a100004249,1/11/2018,Instagram
a100004250,1/12/2018,Facebook
a100004269,1/01/2018,Instagram
a100004270,1/01/2018,Facebook
a100004270,1/06/2018,Facebook
a100004271,1/01/2018,House Ads
a100004271,1/07/2018,Instagram
a100004272,1/01/2018,House Ads
a100004272,1/08/2018,Facebook
a100004273,1/01/2018,House Ads
a100004273,1/09/2018,Push
a100004274,1/01/2018,Push
a100004274,1/10/2018,Email
a100004275,1/01/2018,Facebook
a100004275,1/11/2018,Push
a100004276,1/02/2018,Instagram
a100004276,1/12/2018,Email
a100004277,1/02/2018,Instagram
a100004278,1/02/2018,Facebook
a100004279,1/02/2018,House Ads
a100004280,1/02/2018,House Ads
a100004281,1/02/2018,House Ads
a100004282,1/02/2018,Push
a100004283,1/03/2018,Facebook
a100004284,1/03/2018,Instagram
a100004285,1/03/2018,Instagram
a100004286,1/03/2018,Facebook
a100004287,1/03/2018,House Ads
a100004288,1/03/2018,House Ads
a100004289,1/03/2018,House Ads
a100004290,1/04/2018,Push
a100004291,1/04/2018,Facebook
a100004292,1/04/2018,Instagram
a100004293,1/04/2018,Instagram
a100004294,1/04/2018,Facebook
a100004295,1/04/2018,House Ads
a100004296,1/04/2018,House Ads
a100004296,1/11/2018,House Ads
a100004297,1/05/2018,House Ads
a100004297,1/12/2018,House Ads
a100004298,1/05/2018,Push
a100004299,1/05/2018,Facebook
a100004300,1/05/2018,Instagram
a100004301,1/05/2018,Instagram
a100004302,1/05/2018,Facebook
a100004303,1/05/2018,House Ads
a100004304,1/06/2018,House Ads
a100004305,1/06/2018,House Ads
a100004306,1/06/2018,Push
a100004307,1/06/2018,Facebook
a100004308,1/06/2018,Instagram
a100004309,1/06/2018,Instagram
a100004310,1/06/2018,Facebook
a100004311,1/07/2018,House Ads
a100004312,1/07/2018,House Ads
a100004313,1/07/2018,House Ads
a100004314,1/07/2018,Push
a100004315,1/07/2018,Facebook
a100004316,1/07/2018,Instagram
a100004317,1/08/2018,Instagram
a100004317,1/01/2018,House Ads
a100004318,1/08/2018,Facebook
a100004318,1/01/2018,House Ads
a100004319,1/08/2018,House Ads
a100004319,1/01/2018,House Ads
a100004320,1/08/2018,House Ads
a100004320,1/01/2018,House Ads
a100004321,1/08/2018,House Ads
a100004321,1/01/2018,House Ads
a100004322,1/08/2018,Push
a100004322,1/01/2018,House Ads
a100004323,1/08/2018,Facebook
a100004323,1/01/2018,House Ads
a100004324,1/09/2018,Instagram
a100004324,1/01/2018,House Ads
a100004325,1/09/2018,Instagram
a100004325,1/01/2018,House Ads
a100004326,1/09/2018,Facebook
a100004326,1/02/2018,House Ads
a100004327,1/09/2018,House Ads
a100004327,1/03/2018,House Ads
a100004328,1/09/2018,House Ads
a100004328,1/04/2018,House Ads
a100004329,1/09/2018,House Ads
a100004329,1/05/2018,House Ads
a100004330,1/09/2018,Push
a100004330,1/06/2018,House Ads
a100004331,1/10/2018,Facebook
a100004331,1/07/2018,House Ads
a100004332,1/10/2018,Instagram
a100004332,1/08/2018,House Ads
a100004333,1/10/2018,Instagram
a100004333,1/09/2018,House Ads
a100004334,1/10/2018,Facebook
a100004334,1/10/2018,House Ads
a100004335,1/10/2018,House Ads
a100004335,1/11/2018,House Ads
a100004336,1/10/2018,House Ads
a100004336,1/12/2018,House Ads
a100004337,1/10/2018,House Ads
a100004338,1/11/2018,Push
a100004339,1/11/2018,Facebook
a100004340,1/11/2018,Instagram
a100004341,1/11/2018,Instagram
a100004342,1/11/2018,Facebook
a100004343,1/11/2018,House Ads
a100004344,1/11/2018,House Ads
a100004345,1/12/2018,House Ads
a100004346,1/12/2018,Push
a100004347,1/12/2018,Facebook
a100004348,1/12/2018,Instagram
a100004349,1/12/2018,Instagram
a100004350,1/12/2018,Facebook
a100004351,1/12/2018,House Ads
a100004356,1/01/2018,House Ads
a100004357,1/02/2018,House Ads
a100004358,1/03/2018,House Ads
a100004359,1/04/2018,House Ads
a100004360,1/05/2018,House Ads
a100004361,1/06/2018,House Ads
a100004362,1/07/2018,House Ads
a100004363,1/08/2018,House Ads
a100004364,1/09/2018,House Ads
a100004365,1/10/2018,House Ads
a100004366,1/11/2018,House Ads
a100004367,1/12/2018,House Ads
a100004387,1/11/2018,House Ads
a100004388,1/12/2018,House Ads
a100004408,1/11/2018,House Ads
a100004409,1/12/2018,House Ads
a100004429,1/11/2018,House Ads
a100004430,1/12/2018,House Ads
a100004448,1/01/2018,House Ads
a100004449,1/01/2018,House Ads
a100004450,1/01/2018,Push
a100004450,1/01/2018,House Ads
a100004451,1/01/2018,Facebook
a100004451,1/01/2018,House Ads
a100004452,1/01/2018,Instagram
a100004452,1/01/2018,House Ads
a100004453,1/01/2018,Instagram
a100004453,1/01/2018,House Ads
a100004454,1/01/2018,Facebook
a100004454,1/01/2018,House Ads
a100004455,1/02/2018,House Ads
a100004455,1/02/2018,House Ads
a100004456,1/02/2018,House Ads
a100004456,1/03/2018,House Ads
a100004457,1/02/2018,House Ads
a100004457,1/04/2018,House Ads
a100004458,1/02/2018,Push
a100004458,1/05/2018,House Ads
a100004459,1/02/2018,Facebook
a100004459,1/06/2018,House Ads
a100004460,1/02/2018,Instagram
a100004460,1/07/2018,House Ads
a100004461,1/02/2018,Instagram
a100004461,1/08/2018,House Ads
a100004462,1/03/2018,Facebook
a100004462,1/09/2018,House Ads
a100004463,1/03/2018,House Ads
a100004463,1/10/2018,House Ads
a100004464,1/03/2018,House Ads
a100004464,1/01/2018,House Ads
a100004465,1/03/2018,House Ads
a100004465,1/01/2018,House Ads
a100004466,1/03/2018,Push
a100004466,1/01/2018,House Ads
a100004467,1/03/2018,Facebook
a100004467,1/01/2018,House Ads
a100004468,1/03/2018,Instagram
a100004468,1/02/2018,House Ads
a100004469,1/04/2018,Instagram
a100004469,1/03/2018,House Ads
a100004470,1/04/2018,Facebook
a100004470,1/04/2018,House Ads
a100004471,1/04/2018,House Ads
a100004471,1/05/2018,House Ads
a100004472,1/04/2018,House Ads
a100004472,1/06/2018,House Ads
a100004473,1/04/2018,House Ads
a100004473,1/07/2018,House Ads
a100004474,1/04/2018,Push
a100004474,1/08/2018,House Ads
a100004475,1/04/2018,Facebook
a100004475,1/09/2018,House Ads
a100004476,1/05/2018,Instagram
a100004476,1/10/2018,House Ads
a100004477,1/05/2018,Instagram
a100004477,1/01/2018,House Ads
a100004478,1/05/2018,Facebook
a100004478,1/01/2018,House Ads
a100004479,1/05/2018,House Ads
a100004479,1/01/2018,House Ads
a100004480,1/05/2018,House Ads
a100004480,1/01/2018,House Ads
a100004481,1/05/2018,House Ads
a100004481,1/02/2018,House Ads
a100004482,1/05/2018,Push
a100004482,1/03/2018,House Ads
a100004483,1/06/2018,Facebook
a100004483,1/04/2018,House Ads
a100004484,1/06/2018,Instagram
a100004484,1/05/2018,House Ads
a100004485,1/06/2018,Instagram
a100004485,1/06/2018,House Ads
a100004486,1/06/2018,Facebook
a100004486,1/07/2018,House Ads
a100004487,1/06/2018,House Ads
a100004487,1/08/2018,House Ads
a100004488,1/06/2018,House Ads
a100004488,1/09/2018,House Ads
a100004489,1/06/2018,House Ads
a100004489,1/10/2018,House Ads
a100004490,1/07/2018,Push
a100004490,1/01/2018,House Ads
a100004491,1/07/2018,Facebook
a100004491,1/01/2018,House Ads
a100004492,1/07/2018,Instagram
a100004492,1/01/2018,House Ads
a100004493,1/07/2018,Instagram
a100004493,1/01/2018,House Ads
a100004494,1/07/2018,Facebook
a100004494,1/02/2018,House Ads
a100004495,1/07/2018,House Ads
a100004495,1/03/2018,House Ads
a100004496,1/08/2018,House Ads
a100004496,1/04/2018,House Ads
a100004497,1/08/2018,House Ads
a100004497,1/05/2018,House Ads
a100004498,1/08/2018,Push
a100004498,1/06/2018,House Ads
a100004499,1/08/2018,Facebook
a100004499,1/07/2018,House Ads
a100004500,1/08/2018,Instagram
a100004500,1/08/2018,House Ads
a100004501,1/08/2018,Instagram
a100004501,1/09/2018,House Ads
a100004502,1/08/2018,Facebook
a100004502,1/10/2018,House Ads
a100004503,1/09/2018,House Ads
a100004503,1/01/2018,House Ads
a100004504,1/09/2018,House Ads
a100004505,1/09/2018,House Ads
a100004505,1/01/2018,House Ads
a100004506,1/09/2018,Push
a100004506,1/02/2018,House Ads
a100004507,1/09/2018,Facebook
a100004507,1/03/2018,House Ads
a100004508,1/09/2018,Instagram
a100004508,1/04/2018,House Ads
a100004509,1/09/2018,Instagram
a100004509,1/05/2018,House Ads
a100004510,1/10/2018,Facebook
a100004510,1/06/2018,House Ads
a100004511,1/10/2018,House Ads
a100004511,1/07/2018,House Ads
a100004512,1/10/2018,House Ads
a100004512,1/08/2018,House Ads
a100004513,1/10/2018,House Ads
a100004513,1/09/2018,House Ads
a100004514,1/10/2018,Push
a100004514,1/10/2018,House Ads
a100004515,1/10/2018,Facebook
a100004515,1/11/2018,House Ads
a100004516,1/10/2018,Instagram
a100004516,1/12/2018,House Ads
a100004517,1/11/2018,Instagram
a100004518,1/11/2018,Facebook
a100004519,1/11/2018,House Ads
a100004520,1/11/2018,House Ads
a100004521,1/11/2018,House Ads
a100004522,1/11/2018,Push
a100004523,1/11/2018,Facebook
a100004524,1/12/2018,Instagram
a100004525,1/12/2018,Instagram
a100004526,1/12/2018,Facebook
a100004527,1/12/2018,House Ads
a100004528,1/12/2018,House Ads
a100004529,1/12/2018,House Ads
a100004530,1/12/2018,Push
a100004536,1/11/2018,House Ads
a100004537,1/12/2018,House Ads
a100004557,1/11/2018,House Ads
a100004558,1/12/2018,House Ads
a100004578,1/11/2018,House Ads
a100004579,1/12/2018,House Ads
a100004599,1/11/2018,House Ads
a100004600,1/12/2018,House Ads
a100004620,1/11/2018,House Ads
a100004621,1/12/2018,House Ads
a100004627,1/01/2018,Facebook
a100004628,1/01/2018,Instagram
a100004629,1/01/2018,Instagram
a100004630,1/01/2018,Facebook
a100004631,1/01/2018,House Ads
a100004632,1/01/2018,House Ads
a100004633,1/01/2018,House Ads
a100004634,1/02/2018,Push
a100004635,1/02/2018,Facebook
a100004636,1/02/2018,Instagram
a100004637,1/02/2018,Instagram
a100004638,1/02/2018,Facebook
a100004639,1/02/2018,House Ads
a100004640,1/02/2018,House Ads
a100004641,1/03/2018,House Ads
a100004641,1/11/2018,House Ads
a100004642,1/03/2018,Push
a100004642,1/12/2018,House Ads
a100004643,1/03/2018,Facebook
a100004644,1/03/2018,Instagram
a100004645,1/03/2018,Instagram
a100004646,1/03/2018,Facebook
a100004647,1/03/2018,House Ads
a100004648,1/04/2018,House Ads
a100004649,1/04/2018,House Ads
a100004650,1/04/2018,Push
a100004651,1/04/2018,Facebook
a100004652,1/04/2018,Instagram
a100004653,1/04/2018,Instagram
a100004654,1/04/2018,Facebook
a100004655,1/05/2018,House Ads
a100004656,1/05/2018,House Ads
a100004657,1/05/2018,House Ads
a100004658,1/05/2018,Push
a100004659,1/05/2018,Facebook
a100004660,1/05/2018,Instagram
a100004661,1/05/2018,Instagram
a100004662,1/06/2018,Facebook
a100004662,1/11/2018,House Ads
a100004663,1/06/2018,House Ads
a100004663,1/12/2018,House Ads
a100004664,1/06/2018,House Ads
a100004665,1/06/2018,House Ads
a100004666,1/06/2018,Push
a100004667,1/06/2018,Facebook
a100004668,1/06/2018,Instagram
a100004669,1/07/2018,Instagram
a100004670,1/07/2018,Facebook
a100004671,1/07/2018,House Ads
a100004672,1/07/2018,House Ads
a100004673,1/07/2018,House Ads
a100004674,1/07/2018,Push
a100004675,1/08/2018,Facebook
a100004676,1/08/2018,Instagram
a100004677,1/08/2018,Instagram
a100004678,1/08/2018,Facebook
a100004679,1/08/2018,House Ads
a100004680,1/08/2018,House Ads
a100004681,1/08/2018,House Ads
a100004682,1/09/2018,Push
a100004683,1/09/2018,Facebook
a100004683,1/11/2018,House Ads
a100004684,1/09/2018,Instagram
a100004684,1/12/2018,House Ads
a100004685,1/09/2018,Instagram
a100004686,1/09/2018,Facebook
a100004687,1/09/2018,House Ads
a100004688,1/09/2018,House Ads
a100004689,1/10/2018,House Ads
a100004690,1/10/2018,Push
a100004691,1/10/2018,Facebook
a100004692,1/10/2018,Instagram
a100004693,1/10/2018,Instagram
a100004694,1/10/2018,Facebook
a100004695,1/10/2018,House Ads
a100004696,1/11/2018,House Ads
a100004697,1/11/2018,House Ads
a100004698,1/11/2018,Push
a100004699,1/11/2018,Facebook
a100004700,1/11/2018,Instagram
a100004701,1/11/2018,Instagram
a100004702,1/11/2018,Facebook
a100004703,1/12/2018,House Ads
a100004704,1/12/2018,House Ads
a100004704,1/11/2018,House Ads
a100004705,1/12/2018,House Ads
a100004705,1/12/2018,House Ads
a100004706,1/12/2018,Push
a100004707,1/12/2018,Facebook
a100004708,1/12/2018,Instagram
a100004709,1/12/2018,Instagram
a100004725,1/11/2018,House Ads
a100004726,1/12/2018,House Ads
a100004746,1/11/2018,House Ads
a100004747,1/12/2018,House Ads
a100004806,1/01/2018,Facebook
a100004807,1/01/2018,House Ads
a100004808,1/01/2018,House Ads
a100004809,1/01/2018,House Ads
a100004810,1/01/2018,Push
a100004811,1/01/2018,Facebook
a100004812,1/01/2018,Instagram
a100004813,1/02/2018,Instagram
a100004814,1/02/2018,Facebook
a100004815,1/02/2018,House Ads
a100004816,1/02/2018,House Ads
a100004817,1/02/2018,House Ads
a100004818,1/02/2018,Push
a100004819,1/02/2018,Facebook
a100004820,1/03/2018,Instagram
a100004821,1/03/2018,Instagram
a100004822,1/03/2018,Facebook
a100004823,1/03/2018,House Ads
a100004824,1/03/2018,House Ads
a100004825,1/03/2018,House Ads
a100004826,1/03/2018,Push
a100004827,1/04/2018,Facebook
a100004828,1/04/2018,Instagram
a100004829,1/04/2018,Instagram
a100004830,1/04/2018,Facebook
a100004831,1/04/2018,House Ads
a100004832,1/04/2018,House Ads
a100004833,1/04/2018,House Ads
a100004834,1/05/2018,Push
a100004835,1/05/2018,Facebook
a100004836,1/05/2018,Instagram
a100004837,1/05/2018,Instagram
a100004838,1/05/2018,Facebook
a100004839,1/05/2018,House Ads
a100004840,1/05/2018,House Ads
a100004841,1/06/2018,House Ads
a100004842,1/06/2018,Push
a100004843,1/06/2018,Facebook
a100004844,1/06/2018,Instagram
a100004845,1/06/2018,Instagram
a100004846,1/06/2018,Facebook
a100004847,1/06/2018,House Ads
a100004848,1/07/2018,House Ads
a100004849,1/07/2018,House Ads
a100004850,1/07/2018,Push
a100004851,1/07/2018,Facebook
a100004852,1/07/2018,Instagram
a100004853,1/07/2018,Instagram
a100004854,1/08/2018,Facebook
a100004855,1/08/2018,House Ads
a100004856,1/08/2018,House Ads
a100004857,1/08/2018,House Ads
a100004858,1/08/2018,Push
a100004859,1/08/2018,Facebook
a100004860,1/08/2018,Instagram
a100004861,1/09/2018,Instagram
a100004862,1/09/2018,Facebook
a100004863,1/09/2018,House Ads
a100004864,1/09/2018,House Ads
a100004865,1/09/2018,House Ads
a100004866,1/09/2018,Push
a100004867,1/09/2018,Facebook
a100004868,1/10/2018,Instagram
a100004869,1/10/2018,Instagram
a100004870,1/10/2018,Facebook
a100004871,1/10/2018,House Ads
a100004872,1/10/2018,House Ads
a100004873,1/10/2018,House Ads
a100004874,1/10/2018,Push
a100004875,1/11/2018,Facebook
a100004876,1/11/2018,Instagram
a100004877,1/11/2018,Instagram
a100004878,1/11/2018,Facebook
a100004879,1/11/2018,House Ads
a100004880,1/11/2018,House Ads
a100004881,1/11/2018,House Ads
a100004882,1/12/2018,Push
a100004883,1/12/2018,Facebook
a100004884,1/12/2018,Instagram
a100004885,1/12/2018,Instagram
a100004886,1/12/2018,Facebook
a100004887,1/12/2018,House Ads
a100004888,1/12/2018,House Ads
a100004985,1/01/2018,House Ads
a100004986,1/01/2018,Push
a100004987,1/01/2018,Facebook
a100004988,1/01/2018,Instagram
a100004989,1/01/2018,Instagram
a100004990,1/01/2018,Facebook
a100004991,1/01/2018,House Ads
a100004992,1/02/2018,House Ads
a100004993,1/02/2018,House Ads
a100004994,1/02/2018,Push
a100004995,1/02/2018,Facebook
a100004996,1/02/2018,Instagram
a100004997,1/02/2018,Instagram
a100004998,1/02/2018,Facebook
a100004999,1/03/2018,House Ads
a100005000,1/03/2018,House Ads
a100005001,1/03/2018,House Ads
a100005002,1/03/2018,Push
a100005003,1/03/2018,Facebook
a100005004,1/03/2018,Instagram
a100005005,1/03/2018,Instagram
a100005006,1/04/2018,Facebook
a100005007,1/04/2018,House Ads
a100005008,1/04/2018,House Ads
a100005009,1/04/2018,House Ads
a100005010,1/04/2018,Push
a100005011,1/04/2018,Facebook
a100005012,1/04/2018,Instagram
a100005013,1/05/2018,Instagram
a100005014,1/05/2018,Facebook
a100005015,1/05/2018,House Ads
a100005016,1/05/2018,House Ads
a100005017,1/05/2018,House Ads
a100005018,1/05/2018,Push
a100005019,1/05/2018,Facebook
a100005020,1/06/2018,Instagram
a100005021,1/06/2018,Instagram
a100005022,1/06/2018,Facebook
a100005023,1/06/2018,House Ads
a100005024,1/06/2018,House Ads
a100005025,1/06/2018,House Ads
a100005026,1/06/2018,Push
a100005027,1/07/2018,Facebook
a100005028,1/07/2018,Instagram
a100005029,1/07/2018,Instagram
a100005030,1/07/2018,Facebook
a100005031,1/07/2018,House Ads
a100005032,1/07/2018,House Ads
a100005033,1/08/2018,House Ads
a100005034,1/08/2018,Push
a100005035,1/08/2018,Facebook
a100005036,1/08/2018,Instagram
a100005037,1/08/2018,Instagram
a100005038,1/08/2018,Facebook
a100005039,1/08/2018,House Ads
a100005040,1/09/2018,House Ads
a100005041,1/09/2018,House Ads
a100005042,1/09/2018,Push
a100005043,1/09/2018,Facebook
a100005044,1/09/2018,Instagram
a100005045,1/09/2018,Instagram
a100005046,1/09/2018,Facebook
a100005047,1/10/2018,House Ads
a100005048,1/10/2018,House Ads
a100005049,1/10/2018,House Ads
a100005050,1/10/2018,Push
a100005051,1/10/2018,Facebook
a100005052,1/10/2018,Instagram
a100005053,1/10/2018,Instagram
a100005054,1/11/2018,Facebook
a100005055,1/11/2018,House Ads
a100005056,1/11/2018,House Ads
a100005057,1/11/2018,House Ads
a100005058,1/11/2018,Push
a100005059,1/11/2018,Facebook
a100005060,1/11/2018,Instagram
a100005061,1/12/2018,Instagram
a100005062,1/12/2018,Facebook
a100005063,1/12/2018,House Ads
a100005064,1/12/2018,House Ads
a100005065,1/12/2018,House Ads
a100005066,1/12/2018,Push
a100005067,1/12/2018,Facebook
a100005164,1/01/2018,Instagram
a100005165,1/01/2018,Instagram
a100005166,1/01/2018,Facebook
a100005167,1/01/2018,House Ads
a100005168,1/01/2018,House Ads
a100005169,1/01/2018,House Ads
a100005170,1/01/2018,Push
a100005171,1/02/2018,Facebook
a100005172,1/02/2018,Instagram
a100005173,1/02/2018,Instagram
a100005174,1/02/2018,Facebook
a100005175,1/02/2018,House Ads
a100005176,1/02/2018,House Ads
a100005177,1/02/2018,House Ads
a100005178,1/03/2018,Push
a100005179,1/03/2018,Facebook
a100005180,1/03/2018,Instagram
a100005181,1/03/2018,Instagram
a100005182,1/03/2018,Facebook
a100005183,1/03/2018,House Ads
a100005184,1/03/2018,House Ads
a100005185,1/04/2018,House Ads
a100005186,1/04/2018,Push
a100005187,1/04/2018,Facebook
a100005188,1/04/2018,Instagram
a100005189,1/04/2018,Instagram
a100005190,1/04/2018,Facebook
a100005191,1/04/2018,House Ads
a100005192,1/05/2018,House Ads
a100005193,1/05/2018,House Ads
a100005194,1/05/2018,Push
a100005195,1/05/2018,Facebook
a100005196,1/05/2018,Instagram
a100005197,1/05/2018,Instagram
a100005198,1/05/2018,Facebook
a100005199,1/06/2018,House Ads
a100005200,1/06/2018,House Ads
a100005201,1/06/2018,House Ads
a100005202,1/06/2018,Push
a100005203,1/06/2018,Facebook
a100005204,1/06/2018,Instagram
a100005205,1/06/2018,Instagram
a100005206,1/07/2018,Facebook
a100005207,1/07/2018,House Ads
a100005208,1/07/2018,House Ads
a100005209,1/07/2018,House Ads
a100005210,1/07/2018,Push
a100005211,1/07/2018,Facebook
a100005212,1/08/2018,Instagram
a100005213,1/08/2018,Instagram
a100005214,1/08/2018,Facebook
a100005215,1/08/2018,House Ads
a100005216,1/08/2018,House Ads
a100005217,1/08/2018,House Ads
a100005218,1/08/2018,Push
a100005219,1/09/2018,Facebook
a100005220,1/09/2018,Instagram
a100005221,1/09/2018,Instagram
a100005222,1/09/2018,Facebook
a100005223,1/09/2018,House Ads
a100005224,1/09/2018,House Ads
a100005225,1/09/2018,House Ads
a100005226,1/10/2018,Push
a100005227,1/10/2018,Facebook
a100005228,1/10/2018,Instagram
a100005229,1/10/2018,Instagram
a100005230,1/10/2018,Facebook
a100005231,1/10/2018,House Ads
a100005232,1/10/2018,House Ads
a100005233,1/11/2018,House Ads
a100005234,1/11/2018,Push
a100005235,1/11/2018,Facebook
a100005236,1/11/2018,Instagram
a100005237,1/11/2018,Instagram
a100005238,1/11/2018,Facebook
a100005239,1/11/2018,House Ads
a100005240,1/12/2018,House Ads
a100005241,1/12/2018,House Ads
a100005242,1/12/2018,Push
a100005243,1/12/2018,Facebook
a100005244,1/12/2018,Instagram
a100005245,1/12/2018,Instagram
a100005246,1/12/2018,Facebook
a100005343,1/01/2018,House Ads
a100005344,1/01/2018,House Ads
a100005345,1/01/2018,House Ads
a100005346,1/01/2018,Push
a100005347,1/01/2018,Facebook
a100005348,1/01/2018,Instagram
a100005349,1/01/2018,Instagram
a100005350,1/02/2018,Facebook
a100005351,1/02/2018,House Ads
a100005352,1/02/2018,House Ads
a100005353,1/02/2018,House Ads
a100005354,1/02/2018,Push
a100005355,1/02/2018,Facebook
a100005356,1/02/2018,Instagram
a100005357,1/03/2018,Instagram
a100005358,1/03/2018,Facebook
a100005359,1/03/2018,House Ads
a100005360,1/03/2018,House Ads
a100005361,1/03/2018,House Ads
a100005362,1/03/2018,Push
a100005363,1/03/2018,Facebook
a100005364,1/04/2018,Instagram
a100005365,1/04/2018,Instagram
a100005366,1/04/2018,Facebook
a100005367,1/04/2018,House Ads
a100005368,1/04/2018,House Ads
a100005369,1/04/2018,House Ads
a100005370,1/04/2018,Push
a100005371,1/05/2018,Facebook
a100005372,1/05/2018,Instagram
a100005373,1/05/2018,Instagram
a100005374,1/05/2018,Facebook
a100005375,1/05/2018,House Ads
a100005376,1/05/2018,House Ads
a100005377,1/05/2018,House Ads
a100005378,1/06/2018,Push
a100005379,1/06/2018,Facebook
a100005380,1/06/2018,Instagram
a100005381,1/06/2018,Instagram
a100005382,1/06/2018,Facebook
a100005383,1/06/2018,House Ads
a100005384,1/06/2018,House Ads
a100005385,1/07/2018,House Ads
a100005386,1/07/2018,Push
a100005387,1/07/2018,Facebook
a100005388,1/07/2018,Instagram
a100005389,1/07/2018,Instagram
a100005390,1/07/2018,Facebook
a100005391,1/08/2018,House Ads
a100005392,1/08/2018,House Ads
a100005393,1/08/2018,House Ads
a100005394,1/08/2018,Push
a100005395,1/08/2018,Facebook
a100005396,1/08/2018,Instagram
a100005397,1/08/2018,Instagram
a100005398,1/09/2018,Facebook
a100005399,1/09/2018,House Ads
a100005400,1/09/2018,House Ads
a100005401,1/09/2018,House Ads
a100005402,1/09/2018,Push
a100005403,1/09/2018,Facebook
a100005404,1/09/2018,Instagram
a100005405,1/10/2018,Instagram
a100005406,1/10/2018,Facebook
a100005407,1/10/2018,House Ads
a100005408,1/10/2018,House Ads
a100005409,1/10/2018,House Ads
a100005410,1/10/2018,Push
a100005411,1/10/2018,Facebook
a100005412,1/11/2018,Instagram
a100005413,1/11/2018,Instagram
a100005414,1/11/2018,Facebook
a100005415,1/11/2018,House Ads
a100005416,1/11/2018,House Ads
a100005417,1/11/2018,House Ads
a100005418,1/11/2018,Push
a100005419,1/12/2018,Facebook
a100005420,1/12/2018,Instagram
a100005421,1/12/2018,Instagram
a100005422,1/12/2018,Facebook
a100005423,1/12/2018,House Ads
a100005424,1/12/2018,House Ads
a100005425,1/12/2018,House Ads
a100005522,1/01/2018,Push
a100005523,1/01/2018,Facebook
a100005524,1/01/2018,Instagram
a100005525,1/01/2018,Instagram
a100005526,1/01/2018,Facebook
a100005527,1/01/2018,House Ads
a100005528,1/01/2018,House Ads
a100005529,1/02/2018,House Ads
a100005530,1/02/2018,Push
a100005531,1/02/2018,Facebook
a100005532,1/02/2018,Instagram
a100005533,1/02/2018,Instagram
a100005534,1/02/2018,Facebook
a100005535,1/02/2018,House Ads
a100005536,1/03/2018,House Ads
a100005537,1/03/2018,House Ads
a100005538,1/03/2018,Push
a100005539,1/03/2018,Facebook
a100005540,1/03/2018,Instagram
a100005541,1/03/2018,Instagram
a100005542,1/03/2018,Facebook
a100005543,1/04/2018,House Ads
a100005544,1/04/2018,House Ads
a100005545,1/04/2018,House Ads
a100005546,1/04/2018,Push
a100005547,1/04/2018,Facebook
a100005548,1/04/2018,Instagram
a100005549,1/04/2018,Instagram
a100005550,1/05/2018,Facebook
a100005551,1/05/2018,House Ads
a100005552,1/05/2018,House Ads
a100005553,1/05/2018,House Ads
a100005554,1/05/2018,Push
a100005555,1/05/2018,Facebook
a100005556,1/05/2018,Instagram
a100005557,1/06/2018,Instagram
a100005558,1/06/2018,Facebook
a100005559,1/06/2018,House Ads
a100005560,1/06/2018,House Ads
a100005561,1/06/2018,House Ads
a100005562,1/06/2018,Push
a100005563,1/06/2018,Facebook
a100005564,1/07/2018,Instagram
a100005565,1/07/2018,Instagram
a100005566,1/07/2018,Facebook
a100005567,1/07/2018,House Ads
a100005568,1/07/2018,House Ads
a100005569,1/07/2018,House Ads
a100005570,1/08/2018,Push
a100005571,1/08/2018,Facebook
a100005572,1/08/2018,Instagram
a100005573,1/08/2018,Instagram
a100005574,1/08/2018,Facebook
a100005575,1/08/2018,House Ads
a100005576,1/08/2018,House Ads
a100005577,1/09/2018,House Ads
a100005578,1/09/2018,Push
a100005579,1/09/2018,Facebook
a100005580,1/09/2018,Instagram
a100005581,1/09/2018,Instagram
a100005582,1/09/2018,Facebook
a100005583,1/09/2018,House Ads
a100005584,1/10/2018,House Ads
a100005585,1/10/2018,House Ads
a100005586,1/10/2018,Push
a100005587,1/10/2018,Facebook
a100005588,1/10/2018,Instagram
a100005589,1/10/2018,Instagram
a100005590,1/10/2018,Facebook
a100005591,1/11/2018,House Ads
a100005592,1/11/2018,House Ads
a100005593,1/11/2018,House Ads
a100005594,1/11/2018,Push
a100005595,1/11/2018,Facebook
a100005596,1/11/2018,Instagram
a100005597,1/11/2018,Instagram
a100005598,1/12/2018,Facebook
a100005599,1/12/2018,House Ads
a100005600,1/12/2018,House Ads
a100005601,1/12/2018,House Ads
a100005602,1/12/2018,Push
a100005603,1/12/2018,Facebook
a100005604,1/12/2018,Instagram
a100005701,1/01/2018,Instagram
a100005702,1/01/2018,Facebook
a100005703,1/01/2018,House Ads
a100005704,1/01/2018,House Ads
a100005705,1/01/2018,House Ads
